ESVs,Subject,Subject accession,Subject Taxonomy ID,Identity percentage,Coverage,evalue,bitscore,Source,Taxonomy
ESV_4495,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonema/Gomphonema_parvulum,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonema/Gomphonema_parvulum,N/A,94.275,99,1.36E-112,401,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonema/Gomphonema_parvulum
ESV_4496,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sulcata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sulcata,N/A,89.695,99,1.40E-92,335,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sulcata
ESV_4497,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_cf._salinarum,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_cf._salinarum,N/A,92.776,100,1.78E-106,381,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_cf._salinarum
ESV_4498,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala,N/A,93.561,100,8.21E-110,392,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._microcephala
ESV_4499,Eukaryota/Bacillariophyta/Bacillariophyceae/Lyrellales/Lyrellaceae/Lyrella/Lyrella_hennedyi,Eukaryota/Bacillariophyta/Bacillariophyceae/Lyrellales/Lyrellaceae/Lyrella/Lyrella_hennedyi,N/A,94.253,99,4.91E-112,399,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Lyrellales/Lyrellaceae/Lyrella/Lyrella_hennedyi
ESV_4500,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Amphipleuraceae/Frustulia/Frustulia_vulgaris,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Amphipleuraceae/Frustulia/Frustulia_vulgaris,N/A,90.458,99,2.33E-95,344,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Amphipleuraceae/Frustulia/Frustulia_vulgaris
ESV_4501,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Rossia/Rossia_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Rossia/Rossia_sp,N/A,95.437,100,3.77E-118,420,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Rossia/Rossia_sp.
ESV_4502,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Tabularia/Tabularia_tabulata,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Tabularia/Tabularia_tabulata,N/A,92.366,99,2.97E-104,374,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Tabularia/Tabularia_tabulata
ESV_4503,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp,N/A,95.455,100,3.77E-118,420,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_sp.
ESV_4504,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_oblonga,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_oblonga,N/A,96.958,100,8.04E-125,442,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_oblonga
ESV_4505,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-P01,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-P01,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Pinnularia/Pinnularia_sp._NE-P01
ESV_4506,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_bistriata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_bistriata,N/A,97.719,100,3.71E-128,453,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_bistriata
ESV_4507,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,97.719,100,3.71E-128,453,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium
ESV_4508,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,N/A,96.565,99,1.35E-122,435,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata
ESV_4509,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,N/A,98.099,100,7.98E-130,459,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii
ESV_4510,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Sternimirus/Sternimirus_shandongensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Sternimirus/Sternimirus_shandongensis,N/A,94.297,100,3.79E-113,403,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Sternimirus/Sternimirus_shandongensis
ESV_4511,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Seminavis/Seminavis_robusta,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Seminavis/Seminavis_robusta,N/A,96.198,100,1.74E-121,431,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Seminavis/Seminavis_robusta
ESV_4512,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Bellerocheaceae/Bellerochea/Bellerochea_malleus,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Bellerocheaceae/Bellerochea/Bellerochea_malleus,N/A,94.297,100,3.79E-113,403,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Hemiaulales/Bellerocheaceae/Bellerochea/Bellerochea_malleus
ESV_4513,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Rossithidium/Rossithidium_anastasiae,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Rossithidium/Rossithidium_anastasiae,N/A,95.42,99,4.87E-117,416,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Rossithidium/Rossithidium_anastasiae
ESV_4514,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis_cf._mascarenica,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis_cf._mascarenica,N/A,82.824,98,6.81E-61,230,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis_cf._mascarenica
ESV_4515,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii,N/A,99.24,100,7.93E-135,475,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._smithii
ESV_4517,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana,N/A,96.552,99,4.84E-122,433,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_howeana
ESV_4518,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Stauroneis/Stauroneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Stauroneis/Stauroneis_sp,N/A,94.297,100,3.79E-113,403,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Stauroneis/Stauroneis_sp.
ESV_4519,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonema/Gomphonema_acuminatum,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonema/Gomphonema_acuminatum,N/A,90.875,100,3.88E-98,353,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonema/Gomphonema_acuminatum
ESV_4520,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans,N/A,98.859,100,3.69E-133,470,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_vacillans
ESV_4521,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Fallacia/Fallacia_monoculata,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Fallacia/Fallacia_monoculata,N/A,91.635,100,1.79E-101,364,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Fallacia/Fallacia_monoculata
ESV_4522,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_nanodissipata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_nanodissipata,N/A,95.437,100,3.77E-118,420,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_nanodissipata
ESV_4523,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis_sp,N/A,85.081,94,4.04E-68,254,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Cocconeidaceae/Cocconeis/Cocconeis_sp.
ESV_4524,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Halamphora_hyalina,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Halamphora_hyalina,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Halamphora_hyalina
ESV_4525,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp,N/A,94.253,99,4.91E-112,399,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.
ESV_4526,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_paradoxa,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_paradoxa,N/A,91.339,97,1.80E-96,348,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_paradoxa
ESV_4527,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,95.057,100,1.75E-116,414,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium
ESV_4528,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,97.719,100,3.71E-128,453,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium
ESV_4529,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,N/A,97.338,100,1.73E-126,448,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata
ESV_4530,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Plagiogramma/Plagiogramma_tsawwassen,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Plagiogramma/Plagiogramma_tsawwassen,N/A,93.156,100,3.82E-108,387,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Plagiogramma/Plagiogramma_tsawwassen
ESV_4531,Eukaryota/Bacillariophyta/Fragilariophyceae/Rhaphoneidales/Rhaphoneidaceae/Neodelphineis/Neodelphineis_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Rhaphoneidales/Rhaphoneidaceae/Neodelphineis/Neodelphineis_sp,N/A,85.932,100,1.85E-76,281,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Rhaphoneidales/Rhaphoneidaceae/Neodelphineis/Neodelphineis_sp.
ESV_4532,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,98.859,100,3.69E-133,470,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium
ESV_4533,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp,N/A,96.578,100,3.74E-123,436,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.
ESV_4534,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp,N/A,96.958,100,8.04E-125,442,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp.
ESV_4535,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,N/A,96.552,99,4.84E-122,433,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata
ESV_4536,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._cheronensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._cheronensis,N/A,92.395,100,8.27E-105,375,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diploneidaceae/Diploneis/Diploneis_cf._cheronensis
ESV_4537,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Hyalosynedra/Hyalosynedra_lanceolata,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Hyalosynedra/Hyalosynedra_lanceolata,N/A,94.656,99,2.93E-114,407,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Fragilariales/Fragilariaceae/Hyalosynedra/Hyalosynedra_lanceolata
ESV_4538,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Cymbellaceae/Cymbopleura/Cymbopleura_naviculiformis,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Cymbellaceae/Cymbopleura/Cymbopleura_naviculiformis,N/A,92.045,100,3.85E-103,370,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Cymbellaceae/Cymbopleura/Cymbopleura_naviculiformis
ESV_4539,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Berkeleyaceae/Parlibellus/Parlibellus_hamulifer,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Berkeleyaceae/Parlibellus/Parlibellus_hamulifer,N/A,93.487,99,1.06E-108,388,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Berkeleyaceae/Parlibellus/Parlibellus_hamulifer
ESV_4540,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp,N/A,91.255,100,8.33E-100,359,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp.
ESV_4541,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_arcus,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_arcus,N/A,96.578,100,3.74E-123,436,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_arcus
ESV_4542,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_salinicola,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_salinicola,N/A,95.057,100,1.75E-116,414,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_salinicola
ESV_4543,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp,N/A,98.864,100,3.69E-133,470,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp.
ESV_4545,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata,N/A,97.71,99,1.34E-127,451,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._spathulata
ESV_4546,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp,N/A,96.578,100,3.74E-123,436,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp.
ESV_4547,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Thalassiosiraceae/Thalassiosira/Thalassiosira_oestrupii,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Thalassiosiraceae/Thalassiosira/Thalassiosira_oestrupii,N/A,95.817,100,8.10E-120,425,Genbank,Eukaryota/Bacillariophyta/Mediophyceae/Thalassiosirales/Thalassiosiraceae/Thalassiosira/Thalassiosira_oestrupii
ESV_4548,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp,N/A,85.606,100,8.63E-75,276,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sp.
ESV_4549,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp,N/A,96.958,100,8.04E-125,442,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Plagiotropidaceae/Plagiotropis/Plagiotropis_sp.
ESV_4550,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,N/A,90.566,100,1.80E-96,348,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer
ESV_4551,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_salinicola,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_salinicola,N/A,94.297,100,3.79E-113,403,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_salinicola
ESV_4552,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Psammodictyon/Psammodictyon_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Psammodictyon/Psammodictyon_sp,N/A,98.479,100,1.72E-131,464,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Psammodictyon/Psammodictyon_sp.
ESV_4553,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Sternimirus/Sternimirus_shandongensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Sternimirus/Sternimirus_shandongensis,N/A,93.103,99,4.94E-107,383,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Sternimirus/Sternimirus_shandongensis
ESV_4554,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp,N/A,97.338,100,1.73E-126,448,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp.
ESV_4555,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp,N/A,97.338,100,1.73E-126,448,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp.
ESV_4556,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_sp.,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_sp,N/A,99.24,100,7.93E-135,475,Genbank,Eukaryota/Bacillariophyta/Fragilariophyceae/Licmophorales/Licmophoraceae/Licmophora/Licmophora_sp.
ESV_4557,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp,N/A,94.253,99,4.91E-112,399,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Astartiella/Astartiella_sp.
ESV_4558,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Pleurosigma/Pleurosigma_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Pleurosigma/Pleurosigma_sp,N/A,96.958,100,8.04E-125,442,Genbank,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Pleurosigma/Pleurosigma_sp.
